TIME,RE,LE
2019-08-07 11:03:36.0000,0.0,0.0
2019-08-07 11:03:36.0006,0.0,-0.1
2019-08-07 11:03:36.0012,-0.1,0.0
2019-08-07 11:03:36.0018,0.0,0.0
2019-08-07 11:03:36.0024,0.0,0.2
2019-08-07 11:03:36.0030,0.4,0.3
2019-08-07 11:03:36.0035,0.8,0.4
2019-08-07 11:03:36.0041,1.2,0.5
2019-08-07 11:03:36.0047,1.4,0.6
2019-08-07 11:03:36.0053,1.6,0.7
2019-08-07 11:03:36.0059,1.7,0.8
2019-08-07 11:03:36.0065,1.8,0.9
2019-08-07 11:03:36.0071,1.8,1.1
2019-08-07 11:03:36.0077,1.9,1.1
2019-08-07 11:03:36.0083,2.0,1.1
2019-08-07 11:03:36.0089,2.0,1.1
2019-08-07 11:03:36.0094,1.7,1.1
2019-08-07 11:03:36.0100,1.7,1.2
2019-08-07 11:03:36.0106,1.4,1.2
2019-08-07 11:03:36.0112,1.4,1.3
2019-08-07 11:03:36.0118,1.5,1.3
2019-08-07 11:03:36.0124,1.7,1.2
2019-08-07 11:03:36.0130,1.8,1.3
2019-08-07 11:03:36.0136,1.9,1.3
2019-08-07 11:03:36.0142,2.1,1.2
2019-08-07 11:03:36.0148,2.1,1.2
2019-08-07 11:03:36.0153,2.1,1.2
2019-08-07 11:03:36.0159,2.1,1.3
2019-08-07 11:03:36.0165,2.1,1.4
2019-08-07 11:03:36.0171,1.9,1.4
2019-08-07 11:03:36.0177,1.6,1.4
2019-08-07 11:03:36.0183,1.5,1.4
2019-08-07 11:03:36.0189,1.3,1.4
2019-08-07 11:03:36.0195,1.4,1.4
2019-08-07 11:03:36.0201,1.3,1.5
2019-08-07 11:03:36.0207,1.5,1.6
2019-08-07 11:03:36.0212,1.6,1.6
2019-08-07 11:03:36.0218,1.6,1.6
2019-08-07 11:03:36.0224,1.6,1.6
2019-08-07 11:03:36.0230,1.7,1.6
2019-08-07 11:03:36.0236,1.7,1.6
2019-08-07 11:03:36.0242,1.9,1.6
2019-08-07 11:03:36.0248,1.9,1.8
2019-08-07 11:03:36.0254,1.9,1.8
2019-08-07 11:03:36.0260,1.7,1.7
2019-08-07 11:03:36.0266,1.5,1.8
2019-08-07 11:03:36.0272,1.4,1.8
