TIME,RE,LE
2007-03-24 13:46:56.0000,0.0,0.0
2007-03-24 13:46:56.0006,0.0,-0.3
2007-03-24 13:46:56.0012,-0.2,-0.5
2007-03-24 13:46:56.0018,-0.3,-0.6
2007-03-24 13:46:56.0024,-0.2,-0.6
2007-03-24 13:46:56.0030,0.0,-0.4
2007-03-24 13:46:56.0035,0.0,-0.3
2007-03-24 13:46:56.0041,0.1,-0.1
2007-03-24 13:46:56.0047,0.1,0.0
2007-03-24 13:46:56.0053,0.1,0.1
2007-03-24 13:46:56.0059,0.1,0.2
2007-03-24 13:46:56.0065,0.0,0.2
2007-03-24 13:46:56.0071,0.0,0.3
2007-03-24 13:46:56.0077,0.0,0.3
2007-03-24 13:46:56.0083,0.1,0.3
2007-03-24 13:46:56.0089,0.0,0.1
2007-03-24 13:46:56.0094,-0.1,0.2
2007-03-24 13:46:56.0100,0.0,0.1
2007-03-24 13:46:56.0106,0.0,0.0
2007-03-24 13:46:56.0112,0.2,0.0
2007-03-24 13:46:56.0118,0.3,0.0
2007-03-24 13:46:56.0124,0.5,0.0
2007-03-24 13:46:56.0130,0.5,0.0
2007-03-24 13:46:56.0136,0.4,0.0
2007-03-24 13:46:56.0142,0.3,-0.2
2007-03-24 13:46:56.0148,0.2,-0.3
2007-03-24 13:46:56.0153,0.3,-0.2
2007-03-24 13:46:56.0159,0.3,-0.1
2007-03-24 13:46:56.0165,0.4,-0.1
2007-03-24 13:46:56.0171,0.4,-0.2
2007-03-24 13:46:56.0177,0.1,-0.4
2007-03-24 13:46:56.0183,0.2,-0.3
2007-03-24 13:46:56.0189,0.2,-0.3
2007-03-24 13:46:56.0195,0.4,-0.1
2007-03-24 13:46:56.0201,0.6,0.0
2007-03-24 13:46:56.0207,0.7,0.0
2007-03-24 13:46:56.0212,0.7,0.0
2007-03-24 13:46:56.0218,0.7,0.0
2007-03-24 13:46:56.0224,0.8,0.1
2007-03-24 13:46:56.0230,0.8,0.1
2007-03-24 13:46:56.0236,0.9,0.1
2007-03-24 13:46:56.0242,0.9,0.0
2007-03-24 13:46:56.0248,0.9,-0.2
2007-03-24 13:46:56.0254,0.7,-0.4
2007-03-24 13:46:56.0260,0.4,-0.7
2007-03-24 13:46:56.0266,0.3,-0.9
2007-03-24 13:46:56.0272,0.1,-1.0
2007-03-24 13:46:56.0277,0.0,-1.1
2007-03-24 13:46:56.0283,0.1,-1.0
2007-03-24 13:46:56.0289,0.2,-0.9
2007-03-24 13:46:56.0295,0.2,-0.8
2007-03-24 13:46:56.0301,0.4,-0.7
2007-03-24 13:46:56.0307,0.5,-0.5
2007-03-24 13:46:56.0313,0.5,-0.3
2007-03-24 13:46:56.0319,0.5,-0.2
2007-03-24 13:46:56.0325,0.5,-0.2
2007-03-24 13:46:56.0331,0.5,-0.1
2007-03-24 13:46:56.0336,0.4,-0.2
2007-03-24 13:46:56.0342,0.0,-0.4
2007-03-24 13:46:56.0348,-0.2,-0.4
2007-03-24 13:46:56.0354,-0.1,-0.3
2007-03-24 13:46:56.0360,-0.1,-0.2
2007-03-24 13:46:56.0366,0.1,-0.1
2007-03-24 13:46:56.0372,0.3,0.0
2007-03-24 13:46:56.0378,0.5,0.0
2007-03-24 13:46:56.0384,0.8,0.0
2007-03-24 13:46:56.0390,1.0,0.1
2007-03-24 13:46:56.0395,1.2,0.1
2007-03-24 13:46:56.0401,1.2,0.1
2007-03-24 13:46:56.0407,1.3,0.1
2007-03-24 13:46:56.0413,1.4,0.1
2007-03-24 13:46:56.0419,1.3,0.0
2007-03-24 13:46:56.0425,1.1,-0.1
2007-03-24 13:46:56.0431,1.2,0.0
2007-03-24 13:46:56.0437,1.1,0.0
2007-03-24 13:46:56.0443,1.2,0.1
2007-03-24 13:46:56.0449,1.4,0.3
2007-03-24 13:46:56.0455,1.5,0.5
2007-03-24 13:46:56.0460,1.6,0.6
2007-03-24 13:46:56.0466,1.6,0.8
2007-03-24 13:46:56.0472,1.7,0.9
2007-03-24 13:46:56.0478,1.9,1.1
2007-03-24 13:46:56.0484,1.9,1.2
2007-03-24 13:46:56.0490,2.1,1.3
2007-03-24 13:46:56.0496,2.3,1.4
2007-03-24 13:46:56.0502,2.4,1.5
2007-03-24 13:46:56.0508,2.3,1.3
2007-03-24 13:46:56.0514,2.1,1.2
2007-03-24 13:46:56.0519,2.2,1.2
2007-03-24 13:46:56.0525,2.1,1.1
2007-03-24 13:46:56.0531,2.1,1.0
2007-03-24 13:46:56.0537,2.2,0.9
2007-03-24 13:46:56.0543,2.1,0.8
