TIME,RE,LE
2008-11-06 10:33:02.0000,0.0,0.0
2008-11-06 10:33:02.0006,0.0,0.9
2008-11-06 10:33:02.0012,-0.3,1.2
2008-11-06 10:33:02.0018,-0.5,1.2
2008-11-06 10:33:02.0024,-0.7,1.4
2008-11-06 10:33:02.0030,-0.7,1.4
2008-11-06 10:33:02.0035,-0.7,1.5
2008-11-06 10:33:02.0041,-0.7,1.4
2008-11-06 10:33:02.0047,-0.8,1.3
2008-11-06 10:33:02.0053,-0.8,1.3
2008-11-06 10:33:02.0059,-0.8,1.2
2008-11-06 10:33:02.0065,-0.8,1.3
2008-11-06 10:33:02.0071,-0.8,1.3
2008-11-06 10:33:02.0077,-0.9,1.2
2008-11-06 10:33:02.0083,-1.0,1.0
2008-11-06 10:33:02.0089,-1.0,1.0
2008-11-06 10:33:02.0094,-1.4,1.1
2008-11-06 10:33:02.0100,-1.4,1.2
2008-11-06 10:33:02.0106,-1.4,1.1
2008-11-06 10:33:02.0112,-1.4,1.0
2008-11-06 10:33:02.0118,-1.4,1.0
2008-11-06 10:33:02.0124,-1.3,1.0
2008-11-06 10:33:02.0130,-1.2,1.0
2008-11-06 10:33:02.0136,-1.2,1.0
2008-11-06 10:33:02.0142,-1.1,0.9
2008-11-06 10:33:02.0148,-1.1,0.9
2008-11-06 10:33:02.0153,-1.1,1.0
2008-11-06 10:33:02.0159,-1.0,1.2
2008-11-06 10:33:02.0165,-1.2,1.0
2008-11-06 10:33:02.0171,-1.5,1.1
2008-11-06 10:33:02.0177,-1.9,1.2
2008-11-06 10:33:02.0183,-2.0,1.1
2008-11-06 10:33:02.0189,-2.1,1.2
2008-11-06 10:33:02.0195,-2.1,1.3
2008-11-06 10:33:02.0201,-1.9,1.3
2008-11-06 10:33:02.0207,-1.8,1.2
2008-11-06 10:33:02.0212,-1.7,1.3
2008-11-06 10:33:02.0218,-1.6,1.2
2008-11-06 10:33:02.0224,-1.4,1.3
2008-11-06 10:33:02.0230,-1.4,1.3
2008-11-06 10:33:02.0236,-1.2,1.2
2008-11-06 10:33:02.0242,-1.1,1.3
2008-11-06 10:33:02.0248,-1.0,1.3
2008-11-06 10:33:02.0254,-1.0,1.3
2008-11-06 10:33:02.0260,-1.3,1.3
2008-11-06 10:33:02.0266,-1.3,1.3
2008-11-06 10:33:02.0272,-1.4,1.1
2008-11-06 10:33:02.0277,-1.3,1.1
2008-11-06 10:33:02.0283,-1.1,1.0
2008-11-06 10:33:02.0289,-1.1,0.9
2008-11-06 10:33:02.0295,-1.0,0.9
2008-11-06 10:33:02.0301,-1.0,0.9
2008-11-06 10:33:02.0307,-0.9,1.0
2008-11-06 10:33:02.0313,-1.0,0.9
2008-11-06 10:33:02.0319,-0.9,0.9
2008-11-06 10:33:02.0325,-0.9,0.9
2008-11-06 10:33:02.0331,-0.9,0.9
2008-11-06 10:33:02.0336,-1.0,1.0
2008-11-06 10:33:02.0342,-1.3,1.0
2008-11-06 10:33:02.0348,-1.6,1.0
2008-11-06 10:33:02.0354,-1.7,1.1
2008-11-06 10:33:02.0360,-1.6,1.3
2008-11-06 10:33:02.0366,-1.7,1.1
2008-11-06 10:33:02.0372,-1.6,1.2
2008-11-06 10:33:02.0378,-1.4,1.3
2008-11-06 10:33:02.0384,-1.2,1.3
2008-11-06 10:33:02.0390,-1.0,1.3
2008-11-06 10:33:02.0395,-0.8,1.4
2008-11-06 10:33:02.0401,-0.7,1.5
2008-11-06 10:33:02.0407,-0.7,1.5
2008-11-06 10:33:02.0413,-0.5,1.6
2008-11-06 10:33:02.0419,-0.7,1.7
2008-11-06 10:33:02.0425,-0.9,1.7
2008-11-06 10:33:02.0431,-1.1,1.8
2008-11-06 10:33:02.0437,-1.4,1.8
2008-11-06 10:33:02.0443,-1.3,1.9
2008-11-06 10:33:02.0449,-1.2,1.8
2008-11-06 10:33:02.0455,-1.0,1.7
2008-11-06 10:33:02.0460,-0.9,1.7
2008-11-06 10:33:02.0466,-0.9,1.7
2008-11-06 10:33:02.0472,-0.7,1.6
2008-11-06 10:33:02.0478,-0.7,1.4
2008-11-06 10:33:02.0484,-0.6,1.3
2008-11-06 10:33:02.0490,-0.5,1.2
2008-11-06 10:33:02.0496,-0.4,1.1
2008-11-06 10:33:02.0502,-0.3,1.1
2008-11-06 10:33:02.0508,-0.5,1.2
2008-11-06 10:33:02.0514,-0.7,1.2
2008-11-06 10:33:02.0519,-0.8,1.3
2008-11-06 10:33:02.0525,-0.8,1.3
2008-11-06 10:33:02.0531,-0.8,1.2
2008-11-06 10:33:02.0537,-0.9,1.2
2008-11-06 10:33:02.0543,-0.9,1.1
2008-11-06 10:33:02.0549,-0.9,1.1
2008-11-06 10:33:02.0555,-1.0,1.1
2008-11-06 10:33:02.0561,-1.1,1.2
2008-11-06 10:33:02.0567,-1.2,1.1
2008-11-06 10:33:02.0573,-1.3,1.1
2008-11-06 10:33:02.0578,-1.2,1.0
2008-11-06 10:33:02.0584,-1.2,1.0
