TIME,RE,LE
2020-03-18 12:43:32.0000,0.0,0.0
2020-03-18 12:43:32.0006,-0.4,-0.4
2020-03-18 12:43:32.0012,-0.8,-0.8
2020-03-18 12:43:32.0018,-1.0,-1.1
2020-03-18 12:43:32.0024,-1.0,-1.3
2020-03-18 12:43:32.0030,-1.0,-1.5
2020-03-18 12:43:32.0035,-1.0,-1.5
2020-03-18 12:43:32.0041,-0.9,-1.6
2020-03-18 12:43:32.0047,-0.6,-1.6
2020-03-18 12:43:32.0053,-0.3,-1.6
2020-03-18 12:43:32.0059,0.0,-1.6
2020-03-18 12:43:32.0065,0.1,-1.5
2020-03-18 12:43:32.0071,0.1,-1.4
2020-03-18 12:43:32.0077,0.0,-1.2
2020-03-18 12:43:32.0083,0.0,-1.1
2020-03-18 12:43:32.0089,-0.2,-1.2
2020-03-18 12:43:32.0094,-0.3,-1.3
2020-03-18 12:43:32.0100,-0.6,-1.5
2020-03-18 12:43:32.0106,-0.7,-1.3
2020-03-18 12:43:32.0112,-0.9,-1.2
2020-03-18 12:43:32.0118,-1.1,-1.2
2020-03-18 12:43:32.0124,-1.2,-1.2
2020-03-18 12:43:32.0130,-1.2,-1.3
2020-03-18 12:43:32.0136,-1.1,-1.3
2020-03-18 12:43:32.0142,-0.9,-1.4
2020-03-18 12:43:32.0148,-0.9,-1.3
2020-03-18 12:43:32.0153,-0.9,-1.2
2020-03-18 12:43:32.0159,-0.9,-1.3
2020-03-18 12:43:32.0165,-0.9,-1.3
2020-03-18 12:43:32.0171,-0.9,-1.6
2020-03-18 12:43:32.0177,-1.0,-1.8
2020-03-18 12:43:32.0183,-1.1,-2.0
2020-03-18 12:43:32.0189,-1.3,-2.0
2020-03-18 12:43:32.0195,-1.2,-2.0
2020-03-18 12:43:32.0201,-1.2,-2.0
2020-03-18 12:43:32.0207,-1.1,-2.1
2020-03-18 12:43:32.0212,-1.1,-2.1
2020-03-18 12:43:32.0218,-1.1,-2.0
2020-03-18 12:43:32.0224,-1.0,-1.9
2020-03-18 12:43:32.0230,-1.1,-1.8
2020-03-18 12:43:32.0236,-1.1,-1.8
2020-03-18 12:43:32.0242,-1.3,-1.7
2020-03-18 12:43:32.0248,-1.4,-1.7
2020-03-18 12:43:32.0254,-1.5,-1.8
2020-03-18 12:43:32.0260,-1.8,-1.9
2020-03-18 12:43:32.0266,-1.9,-1.9
2020-03-18 12:43:32.0272,-2.0,-2.0
2020-03-18 12:43:32.0277,-2.1,-1.8
2020-03-18 12:43:32.0283,-1.8,-1.8
2020-03-18 12:43:32.0289,-1.6,-1.7
2020-03-18 12:43:32.0295,-1.4,-1.9
2020-03-18 12:43:32.0301,-1.3,-2.1
2020-03-18 12:43:32.0307,-1.2,-2.1
2020-03-18 12:43:32.0313,-1.2,-2.2
2020-03-18 12:43:32.0319,-1.4,-2.2
2020-03-18 12:43:32.0325,-1.4,-2.2
2020-03-18 12:43:32.0331,-1.5,-2.1
2020-03-18 12:43:32.0336,-1.6,-2.1
2020-03-18 12:43:32.0342,-1.8,-2.1
2020-03-18 12:43:32.0348,-1.9,-2.0
2020-03-18 12:43:32.0354,-1.9,-1.9
2020-03-18 12:43:32.0360,-1.8,-1.8
2020-03-18 12:43:32.0366,-1.7,-1.6
2020-03-18 12:43:32.0372,-1.4,-1.5
2020-03-18 12:43:32.0378,-1.1,-1.4
2020-03-18 12:43:32.0384,-1.0,-1.4
2020-03-18 12:43:32.0390,-1.0,-1.4
2020-03-18 12:43:32.0395,-0.9,-1.4
2020-03-18 12:43:32.0401,-0.7,-1.3
2020-03-18 12:43:32.0407,-0.4,-1.3
2020-03-18 12:43:32.0413,-0.2,-1.3
2020-03-18 12:43:32.0419,0.0,-1.3
2020-03-18 12:43:32.0425,0.0,-1.3
2020-03-18 12:43:32.0431,-0.1,-1.2
2020-03-18 12:43:32.0437,-0.1,-1.3
2020-03-18 12:43:32.0443,-0.3,-1.2
2020-03-18 12:43:32.0449,-0.4,-1.1
2020-03-18 12:43:32.0455,-0.3,-1.0
2020-03-18 12:43:32.0460,-0.2,-0.8
2020-03-18 12:43:32.0466,-0.1,-0.6
2020-03-18 12:43:32.0472,0.0,-0.5
2020-03-18 12:43:32.0478,0.0,-0.3
2020-03-18 12:43:32.0484,0.1,-0.1
2020-03-18 12:43:32.0490,0.3,0.1
2020-03-18 12:43:32.0496,0.6,0.3
2020-03-18 12:43:32.0502,0.8,0.4
2020-03-18 12:43:32.0508,0.7,0.3
2020-03-18 12:43:32.0514,0.7,0.3
2020-03-18 12:43:32.0519,0.6,0.3
2020-03-18 12:43:32.0525,0.5,0.3
2020-03-18 12:43:32.0531,0.5,0.3
2020-03-18 12:43:32.0537,0.4,0.4
2020-03-18 12:43:32.0543,0.6,0.6
2020-03-18 12:43:32.0549,0.7,0.6
2020-03-18 12:43:32.0555,0.8,0.5
2020-03-18 12:43:32.0561,0.8,0.4
2020-03-18 12:43:32.0567,0.8,0.2
2020-03-18 12:43:32.0573,0.8,0.0
2020-03-18 12:43:32.0578,0.8,-0.3
2020-03-18 12:43:32.0584,0.8,-0.7
2020-03-18 12:43:32.0590,0.5,-1.0
2020-03-18 12:43:32.0596,0.5,-1.1
2020-03-18 12:43:32.0602,0.5,-1.0
2020-03-18 12:43:32.0608,0.7,-0.9
2020-03-18 12:43:32.0614,0.8,-0.8
2020-03-18 12:43:32.0620,0.9,-0.6
2020-03-18 12:43:32.0626,1.1,-0.3
2020-03-18 12:43:32.0632,1.0,-0.3
2020-03-18 12:43:32.0637,1.0,-0.2
2020-03-18 12:43:32.0643,1.0,-0.1
2020-03-18 12:43:32.0649,1.1,-0.2
2020-03-18 12:43:32.0655,1.3,-0.1
2020-03-18 12:43:32.0661,1.6,-0.2
2020-03-18 12:43:32.0667,1.6,-0.4
2020-03-18 12:43:32.0673,1.3,-0.8
2020-03-18 12:43:32.0679,1.0,-0.9
2020-03-18 12:43:32.0685,0.8,-1.1
2020-03-18 12:43:32.0691,0.7,-1.2
2020-03-18 12:43:32.0697,0.4,-1.4
2020-03-18 12:43:32.0702,0.3,-1.4
2020-03-18 12:43:32.0708,0.3,-1.5
2020-03-18 12:43:32.0714,0.2,-1.5
2020-03-18 12:43:32.0720,0.1,-1.6
2020-03-18 12:43:32.0726,-0.1,-1.8
2020-03-18 12:43:32.0732,-0.3,-1.9
2020-03-18 12:43:32.0738,-0.3,-1.9
2020-03-18 12:43:32.0744,-0.2,-2.0
2020-03-18 12:43:32.0750,-0.1,-2.1
2020-03-18 12:43:32.0756,-0.3,-2.3
2020-03-18 12:43:32.0761,-0.6,-2.3
2020-03-18 12:43:32.0767,-0.7,-2.4
2020-03-18 12:43:32.0773,-0.6,-2.2
2020-03-18 12:43:32.0779,-0.5,-2.1
2020-03-18 12:43:32.0785,-0.3,-2.1
2020-03-18 12:43:32.0791,-0.4,-2.0
2020-03-18 12:43:32.0797,-0.4,-1.8
2020-03-18 12:43:32.0803,-0.5,-1.8
2020-03-18 12:43:32.0809,-0.6,-2.0
2020-03-18 12:43:32.0815,-0.8,-2.0
2020-03-18 12:43:32.0820,-1.0,-2.1
2020-03-18 12:43:32.0826,-1.0,-2.2
