TIME,RE,LE
2007-05-17 11:50:19.0000,0.0,0.0
2007-05-17 11:50:19.0006,0.0,-0.2
2007-05-17 11:50:19.0012,-0.2,-0.4
2007-05-17 11:50:19.0018,-0.2,-0.5
2007-05-17 11:50:19.0024,-0.3,-0.5
2007-05-17 11:50:19.0030,-0.3,-0.5
2007-05-17 11:50:19.0035,-0.2,-0.4
2007-05-17 11:50:19.0041,-0.3,-0.5
2007-05-17 11:50:19.0047,-0.3,-0.3
2007-05-17 11:50:19.0053,-0.4,-0.3
2007-05-17 11:50:19.0059,-0.5,-0.2
2007-05-17 11:50:19.0065,-0.6,-0.1
2007-05-17 11:50:19.0071,-0.8,-0.1
2007-05-17 11:50:19.0077,-1.1,-0.2
2007-05-17 11:50:19.0083,-1.3,-0.1
2007-05-17 11:50:19.0089,-1.5,-0.5
2007-05-17 11:50:19.0094,-1.9,-0.7
2007-05-17 11:50:19.0100,-2.1,-0.8
2007-05-17 11:50:19.0106,-2.2,-0.7
2007-05-17 11:50:19.0112,-2.1,-0.6
2007-05-17 11:50:19.0118,-2.1,-0.5
2007-05-17 11:50:19.0124,-2.1,-0.4
2007-05-17 11:50:19.0130,-2.1,-0.3
2007-05-17 11:50:19.0136,-1.9,-0.2
2007-05-17 11:50:19.0142,-1.8,-0.2
2007-05-17 11:50:19.0148,-1.6,-0.1
2007-05-17 11:50:19.0153,-1.4,0.0
2007-05-17 11:50:19.0159,-1.2,0.2
2007-05-17 11:50:19.0165,-1.1,0.3
2007-05-17 11:50:19.0171,-1.0,0.3
2007-05-17 11:50:19.0177,-1.0,0.4
2007-05-17 11:50:19.0183,-1.0,0.5
2007-05-17 11:50:19.0189,-0.8,0.7
2007-05-17 11:50:19.0195,-0.6,0.8
2007-05-17 11:50:19.0201,-0.5,0.9
2007-05-17 11:50:19.0207,-0.4,1.0
2007-05-17 11:50:19.0212,-0.4,0.9
2007-05-17 11:50:19.0218,-0.6,0.9
2007-05-17 11:50:19.0224,-0.8,0.8
2007-05-17 11:50:19.0230,-1.0,0.8
2007-05-17 11:50:19.0236,-1.0,0.9
2007-05-17 11:50:19.0242,-1.3,0.9
2007-05-17 11:50:19.0248,-1.4,0.9
2007-05-17 11:50:19.0254,-1.5,0.7
2007-05-17 11:50:19.0260,-1.8,0.5
2007-05-17 11:50:19.0266,-2.0,0.3
2007-05-17 11:50:19.0272,-2.1,0.1
2007-05-17 11:50:19.0277,-2.2,0.0
2007-05-17 11:50:19.0283,-2.5,-0.1
2007-05-17 11:50:19.0289,-2.6,-0.1
2007-05-17 11:50:19.0295,-2.7,0.0
2007-05-17 11:50:19.0301,-2.8,0.0
2007-05-17 11:50:19.0307,-2.9,0.0
2007-05-17 11:50:19.0313,-2.9,0.1
2007-05-17 11:50:19.0319,-3.0,0.2
2007-05-17 11:50:19.0325,-3.1,0.3
2007-05-17 11:50:19.0331,-3.1,0.6
2007-05-17 11:50:19.0336,-3.1,0.6
2007-05-17 11:50:19.0342,-3.3,0.5
2007-05-17 11:50:19.0348,-3.3,0.6
2007-05-17 11:50:19.0354,-3.2,0.8
2007-05-17 11:50:19.0360,-3.1,1.1
2007-05-17 11:50:19.0366,-2.9,1.3
2007-05-17 11:50:19.0372,-2.6,1.5
2007-05-17 11:50:19.0378,-2.4,1.8
2007-05-17 11:50:19.0384,-2.2,2.1
2007-05-17 11:50:19.0390,-2.1,2.1
2007-05-17 11:50:19.0395,-2.1,2.3
2007-05-17 11:50:19.0401,-2.1,2.5
2007-05-17 11:50:19.0407,-2.1,2.5
2007-05-17 11:50:19.0413,-2.1,2.6
2007-05-17 11:50:19.0419,-2.2,2.5
2007-05-17 11:50:19.0425,-2.6,2.3
2007-05-17 11:50:19.0431,-2.8,2.3
2007-05-17 11:50:19.0437,-2.9,2.3
2007-05-17 11:50:19.0443,-3.0,2.4
2007-05-17 11:50:19.0449,-2.9,2.5
2007-05-17 11:50:19.0455,-3.0,2.7
2007-05-17 11:50:19.0460,-2.9,2.9
2007-05-17 11:50:19.0466,-3.0,2.9
2007-05-17 11:50:19.0472,-3.0,3.0
2007-05-17 11:50:19.0478,-3.2,3.1
2007-05-17 11:50:19.0484,-3.3,3.2
2007-05-17 11:50:19.0490,-3.6,3.3
2007-05-17 11:50:19.0496,-3.8,3.3
2007-05-17 11:50:19.0502,-4.0,3.3
2007-05-17 11:50:19.0508,-4.2,3.1
2007-05-17 11:50:19.0514,-4.4,3.2
2007-05-17 11:50:19.0519,-4.4,3.3
2007-05-17 11:50:19.0525,-4.4,3.5
2007-05-17 11:50:19.0531,-4.3,3.8
2007-05-17 11:50:19.0537,-4.1,3.8
2007-05-17 11:50:19.0543,-3.9,4.0
2007-05-17 11:50:19.0549,-3.8,4.2
2007-05-17 11:50:19.0555,-3.6,4.5
2007-05-17 11:50:19.0561,-3.4,4.5
2007-05-17 11:50:19.0567,-3.2,4.6
2007-05-17 11:50:19.0573,-3.2,4.7
2007-05-17 11:50:19.0578,-3.0,4.8
2007-05-17 11:50:19.0584,-2.8,4.7
2007-05-17 11:50:19.0590,-2.7,4.5
2007-05-17 11:50:19.0596,-2.6,4.6
2007-05-17 11:50:19.0602,-2.6,4.6
2007-05-17 11:50:19.0608,-2.3,4.8
2007-05-17 11:50:19.0614,-2.3,4.9
2007-05-17 11:50:19.0620,-2.2,5.1
2007-05-17 11:50:19.0626,-2.2,5.3
