TIME,RE,LE
2018-04-12 12:31:05.0000,0.0,0.0
2018-04-12 12:31:05.0006,-0.2,-0.3
2018-04-12 12:31:05.0012,-0.7,-0.7
2018-04-12 12:31:05.0018,-0.8,-0.8
2018-04-12 12:31:05.0024,-0.8,-0.8
2018-04-12 12:31:05.0030,-0.7,-0.6
2018-04-12 12:31:05.0035,-0.6,-0.6
2018-04-12 12:31:05.0041,-0.6,-0.5
2018-04-12 12:31:05.0047,-0.5,-0.6
2018-04-12 12:31:05.0053,-0.6,-0.5
2018-04-12 12:31:05.0059,-0.6,-0.5
2018-04-12 12:31:05.0065,-0.5,-0.4
2018-04-12 12:31:05.0071,-0.5,-0.3
2018-04-12 12:31:05.0077,-0.5,-0.2
2018-04-12 12:31:05.0083,-0.5,0.1
2018-04-12 12:31:05.0089,-0.5,0.0
2018-04-12 12:31:05.0094,-0.6,0.0
2018-04-12 12:31:05.0100,-0.6,-0.1
2018-04-12 12:31:05.0106,-0.6,-0.1
2018-04-12 12:31:05.0112,-0.5,0.0
2018-04-12 12:31:05.0118,-0.5,0.0
2018-04-12 12:31:05.0124,-0.6,0.0
2018-04-12 12:31:05.0130,-0.5,0.0
2018-04-12 12:31:05.0136,-0.6,0.0
2018-04-12 12:31:05.0142,-0.5,0.0
2018-04-12 12:31:05.0148,-0.3,0.0
2018-04-12 12:31:05.0153,-0.3,-0.3
2018-04-12 12:31:05.0159,-0.4,-0.6
2018-04-12 12:31:05.0165,-0.5,-0.6
2018-04-12 12:31:05.0171,-0.5,-1.0
2018-04-12 12:31:05.0177,-0.9,-1.0
2018-04-12 12:31:05.0183,-0.9,-0.9
2018-04-12 12:31:05.0189,-0.8,-0.9
2018-04-12 12:31:05.0195,-0.9,-0.8
2018-04-12 12:31:05.0201,-0.8,-0.6
2018-04-12 12:31:05.0207,-1.0,-0.6
2018-04-12 12:31:05.0212,-1.1,-0.6
2018-04-12 12:31:05.0218,-1.2,-0.6
2018-04-12 12:31:05.0224,-1.3,-0.6
2018-04-12 12:31:05.0230,-1.4,-0.7
2018-04-12 12:31:05.0236,-1.3,-0.9
2018-04-12 12:31:05.0242,-1.3,-0.9
2018-04-12 12:31:05.0248,-1.3,-1.2
2018-04-12 12:31:05.0254,-1.3,-1.8
2018-04-12 12:31:05.0260,-1.7,-2.1
2018-04-12 12:31:05.0266,-1.8,-2.3
2018-04-12 12:31:05.0272,-1.8,-2.2
