TIME,RE,LE
2013-11-13 12:09:55.0000,0.0,0.0
2013-11-13 12:09:55.0006,0.0,-0.2
2013-11-13 12:09:55.0012,0.0,-0.4
2013-11-13 12:09:55.0018,-0.4,-0.5
2013-11-13 12:09:55.0024,-0.7,-1.2
2013-11-13 12:09:55.0030,-0.8,-1.8
2013-11-13 12:09:55.0035,0.2,-1.4
2013-11-13 12:09:55.0041,1.1,-1.3
2013-11-13 12:09:55.0047,2.1,-1.4
2013-11-13 12:09:55.0053,2.5,-1.2
2013-11-13 12:09:55.0059,2.6,-1.8
2013-11-13 12:09:55.0065,3.0,-2.0
2013-11-13 12:09:55.0071,3.5,-2.0
2013-11-13 12:09:55.0077,4.0,-2.1
2013-11-13 12:09:55.0083,5.0,-2.0
2013-11-13 12:09:55.0089,5.3,-2.2
2013-11-13 12:09:55.0094,5.1,-2.5
2013-11-13 12:09:55.0100,4.7,-2.3
2013-11-13 12:09:55.0106,4.7,-2.5
2013-11-13 12:09:55.0112,4.2,-2.5
2013-11-13 12:09:55.0118,4.5,-1.5
2013-11-13 12:09:55.0124,4.2,-1.2
2013-11-13 12:09:55.0130,3.8,-0.8
2013-11-13 12:09:55.0136,2.9,-0.7
2013-11-13 12:09:55.0142,2.3,-0.8
2013-11-13 12:09:55.0148,2.0,-0.4
2013-11-13 12:09:55.0153,2.3,-0.3
2013-11-13 12:09:55.0159,3.1,0.3
2013-11-13 12:09:55.0165,3.3,0.4
2013-11-13 12:09:55.0171,3.0,0.3
2013-11-13 12:09:55.0177,2.6,0.1
2013-11-13 12:09:55.0183,2.1,0.3
2013-11-13 12:09:55.0189,1.7,-0.1
2013-11-13 12:09:55.0195,1.8,-0.4
2013-11-13 12:09:55.0201,2.1,-0.6
2013-11-13 12:09:55.0207,2.4,-0.8
2013-11-13 12:09:55.0212,2.1,-1.4
2013-11-13 12:09:55.0218,1.3,-2.1
2013-11-13 12:09:55.0224,0.3,-3.1
2013-11-13 12:09:55.0230,0.0,-3.8
2013-11-13 12:09:55.0236,0.2,-4.1
2013-11-13 12:09:55.0242,0.9,-4.5
2013-11-13 12:09:55.0248,1.5,-4.9
